site_name,site_address,site_city,site_state,site_zip_code,latitude,longitude,animal_type,total_no_of_animals,total_no_of_animal_units,name
greg kennard poultry operation,1277 bridgeton rd,airville,pa,NA,39.8119,-76.39841,chicken,NA,NA,greg kennard poultry operation
greg lester farms,941 s goshen rd.,goshen,al,36035,31.733259,-86.193208,chicken,NA,NA,greg lester farms
greg scott farm,448 old keelon gap road,spruce pine,al,35585,34.435505,-87.741881,chicken,NA,NA,greg scott farm
greg young/bear river farm,1245 county road 440,heflin,al,36264,33.63649,-85.4315,chicken,NA,NA,greg youngbear river farm
gregory p. wilkins/runaway farm (expansion),7431 liberty town rd,berlin,md,21811,38.3071353,-75.3286642,chicken,224200,NA,gregory p wilkinsrunaway farm expansion
griffin farms,3481 highway 51,enterprise,al,36330,31.39237,-85.89457,chicken,NA,NA,griffin farms
griffith agriculture corporation,3043 county road 16,dutton,al,35744,34.601834,-85.842023,chicken,NA,NA,griffith agriculture corporation
griggs poultry,2377 county road 99,newville,al,36310,31.50168,-85.260028,chicken,NA,NA,griggs poultry
grimes farm,1509 county road 231,moulton,al,35650,34.532367,-87.246425,chicken,NA,NA,grimes farm
grooms farm,county road 473,newell,al,36280,33.454722,-85.469722,chicken,NA,NA,grooms farm
ground improvement poultry farms,2.5 miles west of hwy 331 - on hwy 10 rutledge,luverne,al,NA,31.730278,-86.322222,chicken,NA,NA,ground improvement poultry farms
guevara's farm,2177 county road 1233,hanceville,al,35179,34.266944,-86.967778,chicken,NA,NA,guevaras farm
gujrat farms llc (new construction),25875 sennett rd,denton,md,21629,38.8552611109276,-75.8051859960199,chicken,296800,NA,gujrat farms llc new construction
gurney farms inc,c-hwy and rd 1060,shell knob,mo,65625,36.740247967,-93.965097872,chicken,240000,1920,gurney farms inc
"h & b farms, inc./angie & christy acres",31784 fred adkins rd,parsonsburg,md,21849,38.3913062,-75.5116905,chicken,142000,NA,h  b farms incangie  christy acres
"h & b farms, inc./stockyard farm",4144 stockyard rd,eden,md,21822,38.3068037,-75.6506093,chicken,55800,NA,h  b farms incstockyard farm
h & h farms,2256 county road 34,headland,al,36373,31.348864,-85.314845,chicken,NA,NA,h  h farms
h and m farms llc,16853 32nd street road,green ridge,mo,65332,38.676757937,-93.379860743,chicken,384000,3072,h and m farms llc
h and w poultry llc,7428 county rd. 420,advance,mo,63960,36.871997605,-90.145365879,chicken,220000,1760,h and w poultry llc
hai minh tran/tom's farm,1826 pocomoke beltway,pocomoke city,md,21851,38.0521188,-75.570823,chicken,95000,NA,hai minh trantoms farm
hai xuan ha/ha nguyen (expansion),8239 newark rd,newark,md,21841,38.2481342317979,-75.2966224602699,chicken,250000,NA,hai xuan haha nguyen expansion
hal lee poultry farm,747 lee road,hartselle,al,NA,34.383037,-86.987173,chicken,NA,NA,hal lee poultry farm
hal turner farm,county road 684,ranburne,al,36273,33.495278,-85.326667,chicken,NA,NA,hal turner farm
hall farm,729 kelly road,phil campbell,al,35581,34.31582,-87.67597,chicken,NA,NA,hall farm
hall infinity farm,2710 county road 95,ranburne,al,36273,33.588965,-85.342562,chicken,NA,NA,hall infinity farm
halston gregory motes farm,2735 cr 2225,troy,al,36079,31.736667,-86.000556,chicken,NA,NA,halston gregory motes farm
han kim hoang/vina and phan farms,1445 boston rd,pocomoke city,md,21851,38.049935,-75.5072697,chicken,170000,NA,han kim hoangvina and phan farms
hanadi elbaf/ranano farm,9435 melson church rd,delmar,md,21875,38.4504655,-75.4762251,chicken,48000,NA,hanadi elbafranano farm
hang thi le,2248 caldwell road,samson,al,36477,31.043511,-86.012046,chicken,NA,NA,hang thi le
"harbert farms, llc",946 county road 564,midland city,al,36350,31.391519,-85.486908,chicken,NA,NA,harbert farms llc
hardeman farm,292 hambrick road,boaz,al,35957,34.16298,-86.29818,chicken,NA,NA,hardeman farm
harlan davis/home and albert farms,22295 havercamp rd,preston,md,21655,38.710487,-75.9349503,chicken,94600,NA,harlan davishome and albert farms
harlan good/country haven (expansion),5860 smithville rd,federalsburg,md,21632,38.7719439,-75.7377219,chicken,180000,NA,harlan goodcountry haven expansion
harold aycock,2801 old highway 20,tuscumbia,al,35674-5934,34.70031,-87.615889,chicken,NA,NA,harold aycock
harold parmer,532 wildfork road,greenville,al,36037,31.68917,-86.6443,chicken,NA,NA,harold parmer
harrison farm,1092 county road 134,town creek,al,35672,34.56683,-87.48108,chicken,NA,NA,harrison farm
harry and patricia jones/son shine farm,26826 baker rd,denton,md,21629,38.9086917,-75.7762508,chicken,75000,NA,harry and patricia jonesson shine farm
harry j. west iii,21208 insley dr,tyaskin,md,21865,38.3165474,-75.8805754,chicken,45900,NA,harry j west iii
"harry j. west, iii/west acres",4055 jesterville rd,tyaskin,md,21865,38.3065603,-75.8686699,chicken,42500,NA,harry j west iiiwest acres
"harry j. west, jr./double b farm",4440 tyaskin rd,tyaskin,md,21865,38.318387799999996,-75.877714,chicken,46700,NA,harry j west jrdouble b farm
harry nagel/hay jay acres,25891 three bridges rd,federalsburg,md,21632,38.7312074,-75.8116088,chicken,60000,NA,harry nagelhay jay acres
harvill farms inc,9743 walleye road,stark city,mo,64866,36.911166719,-94.102082924,chicken,180000,1440,harvill farms inc
haslag poultry farm,28017 prairie road,sedalia,mo,65301,38.671963999,-93.327508156,chicken,148000,1184,haslag poultry farm
"hasnain hamid/hhr farm, llc (new construction)",9133 guy ward road,parsonsburg,md,21849,38.4411982012545,-75.4486159363342,chicken,254400,NA,hasnain hamidhhr farm llc new construction
hauk finisher,rr 1 box 95,memphis,mo,63555,40.437940245,-92.100037753,chicken,NA,1984,hauk finisher
"having faith farm, llc",12798 crouse mill rd,ridgely,md,21660,38.957356,-75.9195348,chicken,90000,NA,having faith farm llc
hawg bottom poultry,4010 sixth street,muscle shoals,al,NA,34.728899,-87.589801,chicken,NA,NA,hawg bottom poultry
hazelwood ranch,1442 popes chapel road,ragland,al,35131,33.69496,-86.26183,chicken,NA,NA,hazelwood ranch
heath bishop,heath bishop farms 1379 cr 114,town creek,al,NA,34.494736,-87.415747,chicken,NA,NA,heath bishop
heath farms,300 ab stubbs road,ozark,al,36360,31.499383,-85.640579,chicken,NA,NA,heath farms
heath prichett,1442 dogwood drive,ider,al,35981,34.71416,-85.67206,chicken,NA,NA,heath prichett
heather a. clopper farm,23164 thawley road,denton,md,21629,38.8891699,-75.9009033,chicken,72000,NA,heather a clopper farm
heaven farm,77 laney lane,rocky comfort,mo,64861,36.712217438,-94.120981363,chicken,170000,1360,heaven farm
heith lindquist,854 stone road,south west city,mo,64863,36.562497264,-94.569063007,chicken,150000,1200,heith lindquist
"helgason farms, llc",5435 cokesbury rd,rhodesdale,md,21659,38.5938777,-75.770769,chicken,55600,NA,helgason farms llc
helms poultry farms,blue springs church road,clio,al,36017,31.6793,-85.52586,chicken,NA,NA,helms poultry farms
hemnauth kasinath/jehovah jireh establishment,8929 bethel rd,willards,md,21874,38.4342695,-75.3536343,chicken,56000,NA,hemnauth kasinathjehovah jireh establishment
henderson farm & kmh farms,694 county road 297 and co rd 248,fort payne,al,NA,34.3375,-85.726944,chicken,NA,NA,henderson farm  kmh farms
henderson poultry inc,4840 state hwy hh,purdy,mo,65734,36.782855399,-93.998865437,chicken,190000,1520,henderson poultry inc
"hendrix farm, immanuel farm",408 prairie creek rd,lineville,al,36266,33.367195,-85.756736,chicken,NA,NA,hendrix farm immanuel farm
henry hall/ginny lee farm,7507 quantico rd,hebron,md,21830,38.3974946,-75.7114926,chicken,55000,NA,henry hallginny lee farm
henry hershey farm,136 herr drive,peach bottom,pa,NA,39.78103,-76.20511,chicken,NA,NA,henry hershey farm
henry spies iv/take-a-chance,3758 poplar neck rd,preston,md,21655,38.7126112499407,-75.9513286680628,chicken,107000,NA,henry spies ivtakeachance
herbert b. watson/dams mill farm,3905 payne rd,pocomoke city,md,21851,38.0082336725419,-75.4681841581899,chicken,52800,NA,herbert b watsondams mill farm
herbruck poultry ranch-cafo,6425 w. grand river ave.,saranac,mi,48881,42.88639,-85.20278,chicken,59929,NA,herbruck poultry ranchcafo
herbruck poultry ranch-cafo,6425 w. grand river ave.,saranac,mi,48881,42.88639,-85.20278,chicken,NA,NA,herbruck poultry ranchcafo
hester farms,1183 centeridge road,luverne,al,36049,31.79091,-86.37452,chicken,NA,NA,hester farms
"hi grade egg producers, loda facility",360n us45,loda,il,60948,40.54086,-88.057987,chicken,NA,NA,hi grade egg producers loda facility
hickory ridge farm,4094 bunch rd,anderson,mo,64831,36.646384014,-94.558592776,chicken,236000,1888,hickory ridge farm
hickory ridge farm,4043 bunch road,pineville,mo,NA,36.644969,-94.557529,chicken,NA,NA,hickory ridge farm
hidden hollow farm,361 ne 710 road,warrensburg,mo,64093,38.863909444,-93.671743491,chicken,208000,1664,hidden hollow farm
hidden valley colony,south gildford,gildford,mt,NA,48.341159,-110.23849,chicken,NA,NA,hidden valley colony
hien nguyen/tiny angels,37100 mitchell rd,princess anne,md,21853,38.20804,-75.70611,chicken,275500,NA,hien nguyentiny angels
high point farm,6630 highpoint road,horton,al,35980,34.19902,-86.347808,chicken,NA,NA,high point farm
"highway w farm, llc",5599 state highway w,purdy,mo,65734,36.742824843,-93.986176426,chicken,135000,1080,highway w farm llc
hilal-el-baf/hind farms,34000 rounds rd,pittsville,md,21850,38.4053074,-75.4317054,chicken,131600,NA,hilalelbafhind farms
hill top farm c/o kao her,1330 hill top road,noel,mo,64854,36.529563654,-94.516130591,chicken,235000,1880,hill top farm co kao her
hillbilly ranch llc,18742 rambow rd.,ionia,mo,65335,38.488266573,-93.351510494,chicken,248000,1984,hillbilly ranch llc
hillside colony cafo,1 sweetgrass road,sweetgrass,mt,NA,48.979167,-112.068389,chicken,NA,NA,hillside colony cafo
"hines farm, c. michael hines",3151 highway 51,new brockton,al,36351,31.403889,-85.906111,chicken,NA,NA,hines farm c michael hines
hoa n. tran/tranquility farm (new construction),2155 klej grange road,pocomoke city,md,21851,38.08858,-75.46459,chicken,270000,NA,hoa n trantranquility farm new construction
holaway poultry,stoney ridge road,blountsville,al,NA,34.090556,-86.542222,chicken,NA,NA,holaway poultry
holladay farms,416 horsecreek rd.,rutledge,al,36071,31.711964,-86.396307,chicken,NA,NA,holladay farms
holloway farm,county road 129,wedowee,al,36278,33.325,-85.526389,chicken,NA,NA,holloway farm
holmes farms inc.,2535 county road 35,horton,al,35980,34.167778,-86.416944,chicken,NA,NA,holmes farms inc
homestead farm llc,26528 highway 48,woodland,al,36280,33.395925,-85.375515,chicken,NA,NA,homestead farm llc
honda rosa farms,1368 mountain view rd.,union grove,al,35016,34.41779,-86.5058,chicken,NA,NA,honda rosa farms
honey locust farm,32222 highway n,sedalia,mo,65301,38.866216172,-93.084698955,chicken,144000,1152,honey locust farm
honeysuckle farm inc. (expansion),7129 gordy rd,pocomoke city,md,21851,38.0797647,-75.6466096,chicken,228000,NA,honeysuckle farm inc expansion
hood farms,4401 county road 164,moulton,al,35650-8937,34.52971,-87.37094,chicken,NA,NA,hood farms
hooker farms,759 county highway 76,haleyville,al,35565,34.196673,-87.645579,chicken,NA,NA,hooker farms
"horace l. marshall, jr./pineapple willies",7248 old westover marion rd,marion station,md,21838,38.02329,-75.75538,chicken,86000,NA,horace l marshall jrpineapple willies
horace robertson farm #1,county road 1632,cullman,al,35083,34.20854,-86.74409,chicken,NA,NA,horace robertson farm 1
horace robertson farms #2,county road 1731,cullman,al,35083,34.13839,-86.75231,chicken,NA,NA,horace robertson farms 2
hosch farms,533 county rd 426,fyffe,al,NA,34.4713,-85.97439,chicken,NA,NA,hosch farms
hoss farm inc.,571 al highway 68,russellville,al,35651,34.561944,-87.542222,chicken,NA,NA,hoss farm inc
hot wings farms,spann/highfalls rd.,geneva,al,36344,31.090556,-85.789444,chicken,NA,NA,hot wings farms
house of raeford columbia farms of ga feed mill,55 cooper rd,comer,ga,NA,34.052186,-83.100529,chicken,NA,NA,house of raeford columbia farms of ga feed mill
houston l. davis jr.,5503 north county road 67,skipperville,al,36374,31.542038,-85.464379,chicken,NA,NA,houston l davis jr
houston poultry farm,1019 houston road,fort payne,al,35968,34.466944,-85.740556,chicken,NA,NA,houston poultry farm
howard harding and brookview farms,5549 indiantown rd,rhodesdale,md,21659,38.5675296,-75.7878109,chicken,130000,NA,howard harding and brookview farms
hudgins poultry farm,210 durham road,altoona,al,35952,34.05975,-86.201355,chicken,NA,NA,hudgins poultry farm
hudson farms,975 ray road,hackleburg,al,35564,34.29057,-87.8148,chicken,NA,NA,hudson farms
hughes farm,1895 county road 62,gaylesville,al,35973,34.413265,-85.524205,chicken,NA,NA,hughes farm
"hughes farms, llc",1 mile west of echo on south side of dale cr 36.,ozark,al,NA,31.479444,-85.488056,chicken,NA,NA,hughes farms llc
hunter branch farms,360 county road 263,lineville,al,36266,33.397035,-85.603226,chicken,NA,NA,hunter branch farms
hyde county egg farm,1008 hyde park canal,pantego,nc,27860,35.6417,-76.525,chicken,4000000,NA,hyde county egg farm
hyde county egg farm,1008 hyde park canal,pantego,nc,27860,35.6417,-76.525,chicken,750000,NA,hyde county egg farm
hyung lyul choi/chioce & seon farms,32171 shavox rd,salisbury,md,21804,38.3603122,-75.4976246,chicken,130000,NA,hyung lyul choichioce  seon farms
ibex broilers,ibex ave,maurice,ia,51036,43.03501,-96.11439,chicken,240000,2400,ibex broilers
imran asghar farm (new construction),6621 reliance road,federalsburg,md,21632,38.6547772,-75.7253343,chicken,161000,NA,imran asghar farm new construction
indian mountain farms,2490 co rd 45,piedmont,al,NA,34.016667,-85.495278,chicken,NA,NA,indian mountain farms
ingersoll farms,12547 hwy 135,stover,mo,65078,38.508284281,-93.027561312,chicken,156000,1248,ingersoll farms
ingram poultry houses,1396 goldville cutoff rd,alexander city,al,35010,33.05806,-85.8158,chicken,NA,NA,ingram poultry houses
iron creek poultry,7052 ehlers rd,mora,mo,65345,38.584022999,-93.020448614,chicken,144000,1152,iron creek poultry
isaiah 556,30099 isaiah lane,stark city,mo,64866,36.912527494,-94.092373581,chicken,184200,1474,isaiah 556
ise america co 02 pullets,10782 big stone rd,millington,md,21650,39.2712503880951,-75.7917748227879,chicken,676000,NA,ise america co 02 pullets
"ise america, inc. - company 15 layers",605 sassafras rd,warwick,md,21912,39.3976289863064,-75.793824949928,chicken,743540,NA,ise america inc  company 15 layers
"ise america, inc.- company 15 pullets",680 wards hill road,warwick,md,21912,39.3960965613916,-75.8173352645613,chicken,560250,NA,ise america inc company 15 pullets
"ise america, inc.- company 6 layers",1526 cecilton-warwick rd,warwick,md,21913,39.4091055,-75.8094972,chicken,787000,NA,ise america inc company 6 layers
"ise america, inc.- red bird company 2 layers",33265 walnut tree rd,millington,md,21650,39.28631,-75.809333,chicken,732611,NA,ise america inc red bird company 2 layers
ivy creek farm,holland bridge road,rutledge,al,36071,31.666667,-86.386667,chicken,NA,NA,ivy creek farm
j & c farms,529 county road 212,ariton,al,36311,31.551879,-85.761973,chicken,NA,NA,j  c farms
j & g farms,county road 446,collinsville,al,35961,34.404722,-85.869444,chicken,NA,NA,j  g farms
j & l farms,6593 meriwether trail,honoraville,al,36042,31.949216,-86.415603,chicken,NA,NA,j  l farms
j & m houston,1109 houston loop,fort payne,al,35968,34.46427,-85.7486,chicken,NA,NA,j  m houston
j & r farms,881 echola road,gordo,al,35466,33.33458,-87.89919,chicken,NA,NA,j  r farms
j & s farms,nw corner of cr 607 and 608,elba,al,36351,31.304167,-86.031667,chicken,NA,NA,j  s farms
j & s farms,6593 highway 24,vina,al,35593,34.44947,-88.049405,chicken,NA,NA,j  s farms
j and d poultry farm llc,7424 county road 420,puxico,mo,63960,36.875796887999996,-90.145224358,chicken,220000,1760,j and d poultry farm llc
j and h poultry llc,14525 state hwy ww,dudley,mo,63936,36.827377944,-90.122790196,chicken,375000,3000,j and h poultry llc
j and h sander llc,350 co hwy 405,sikeston,mo,63801,36.962911683,-89.572896817,chicken,256000,2048,j and h sander llc
j r little farm,572 county road 48,mount hope,al,35651-9582,34.49198,-87.45428,chicken,NA,NA,j r little farm
j x 3 farm llc,county road 73,heflin,al,36264,33.511667,-85.608056,chicken,NA,NA,j x 3 farm llc
j. donald dulin,6502 federalsburg hwy,denton,md,21629,38.7854261,-75.7883235,chicken,80000,NA,j donald dulin
j. vinson spies/fox run/ little blackwater,5110 stone boundary rd,cambridge,md,21613,38.5223454,-76.0469908,chicken,220000,NA,j vinson spiesfox run little blackwater
j.t. farms,1334 co rd 698,pisgah,al,NA,34.603056,-85.800556,chicken,NA,NA,jt farms
jack e. holt/holt farm,19003 templeville rd,marydel,md,21649,39.128304,-75.7746357,chicken,92200,NA,jack e holtholt farm
jack e. holt/rh 1 & rh 2 farms,3009 barclay road,marydel,md,21649,39.131738,-75.799014,chicken,385200,NA,jack e holtrh 1  rh 2 farms
jack mccracken,27655 norway road,stark city,mo,64866,36.845658735,-94.14431507,chicken,629000,5032,jack mccracken
jack shelton/little tallapoosa,behind 19241 county rd. 59,woodland,al,36280,33.40748,-85.42691,chicken,NA,NA,jack sheltonlittle tallapoosa
jackie flowers farm,1576 county road 3323,brundidge,al,36010,31.648056,-85.828056,chicken,NA,NA,jackie flowers farm
jackson farm,1300 bright star road,altoona,al,35980,34.084141,-86.374051,chicken,NA,NA,jackson farm
jackson poultry,629 co. rd. #672,ranburne,al,36273,33.561667,-85.34,chicken,NA,NA,jackson poultry
